Unnamed: 0,transcription,recognized,phonetic_ev,new_path,lang,mos_pred
71,raciyasawǣyqmyaknihsolamih,racesoamitnisolae,0.3641439205955335,/home/kesha/dev/uni/kursach/refs/asr/new_audio/71.wav,yrk,1.9229650497436523
72,"Timyadoqmănayadǣrŋa,",naat,0.8016129032258064,/home/kesha/dev/uni/kursach/refs/asr/new_audio/72.wav,yrk,3.2426059246063232
73,tamălyaŋgănaŋawodănaacyanawahsyeŋgq,нлудначенауск,0.9142857142857144,/home/kesha/dev/uni/kursach/refs/asr/new_audio/73.wav,yrk,2.8555071353912354
76,Myaknaqŋodhtǣwiwaq,naكnt,0.7688172043010753,/home/kesha/dev/uni/kursach/refs/asr/new_audio/76.wav,yrk,2.253424882888794
77,"Mănʹsămlyaŋgtimhmǣqŋaqdamcʹ,",masomraktimed,0.5495391705069125,/home/kesha/dev/uni/kursach/refs/asr/new_audio/77.wav,yrk,2.285320997238159
78,Nyaărqtǣmihmyaknihtǣwqmaqriidanihpihminandohawiq.,naktemindakentemudidipiimminbu,0.4279131007241605,/home/kesha/dev/uni/kursach/refs/asr/new_audio/78.wav,yrk,2.507385730743408
79,Tadkădtikitayadtawitikitiqlyekar',iaетаyятавычеделика,0.8826979472140762,/home/kesha/dev/uni/kursach/refs/asr/new_audio/79.wav,yrk,2.1077091693878174
80,tipyelyeytadaăbtadaŋănihawi,bl的aahtean,0.6762246117084827,/home/kesha/dev/uni/kursach/refs/asr/new_audio/80.wav,yrk,3.481989622116089
81,"Mimyerhnuliqmyeryesqnyu"",",eulmeres,0.68,/home/kesha/dev/uni/kursach/refs/asr/new_audio/81.wav,yrk,2.7227401733398438
82,"tikiabcyangawtărcyaŋǣwisʹ,mănʹărqnisǣwaqnanimanǣsqnisawawh",eapimatersisausearniemunesisi,0.5333704115684094,/home/kesha/dev/uni/kursach/refs/asr/new_audio/82.wav,yrk,2.2030327320098877
83,Tărsihmintaartnianash.,lefmegatia,0.5681818181818182,/home/kesha/dev/uni/kursach/refs/asr/new_audio/83.wav,yrk,2.4038994312286377
84,Ŋanyerdyenyaănanda,aneredantekte,0.4112903225806451,/home/kesha/dev/uni/kursach/refs/asr/new_audio/84.wav,yrk,3.034046173095703
85,mǣnhŋǣsiwaqŋobhyanh,mnmifmيon,0.631578947368421,/home/kesha/dev/uni/kursach/refs/asr/new_audio/85.wav,yrk,2.377617597579956
87,Sabyeponhniwacʹmǣŋguq.,früpnnwtk,0.6195014662756598,/home/kesha/dev/uni/kursach/refs/asr/new_audio/87.wav,yrk,2.400459051132202
88,"Tătăŋămgǣǣwtohwar,",tgp,0.8422939068100358,/home/kesha/dev/uni/kursach/refs/asr/new_audio/88.wav,yrk,2.329745054244995
89,ŋatyukorkaănanyaărqalʹmyer.,fkandrham,0.6827956989247312,/home/kesha/dev/uni/kursach/refs/asr/new_audio/89.wav,yrk,1.862321376800537
90,"Tikipaddyenaqtiqtikisyanyaŋorǣyhtădtăryemhanqŋaq,ti",azenatiiskiiksanduratattarhannasi,0.4032258064516129,/home/kesha/dev/uni/kursach/refs/asr/new_audio/90.wav,yrk,2.1689586639404297
91,tyuquyyahobamhăbărŋadoh.,يدن,0.9166666666666666,/home/kesha/dev/uni/kursach/refs/asr/new_audio/91.wav,yrk,2.3312013149261475
92,"Tăkadtădsilasyatiwa""manbtǣwiqyahobamhabrawaq",acatasimstoomomattoчiasoma,0.4541788856304985,/home/kesha/dev/uni/kursach/refs/asr/new_audio/92.wav,yrk,1.8690755367279053
96,tămnaŋobkădpyeryeq.,nmocuзbерe,0.599320882852292,/home/kesha/dev/uni/kursach/refs/asr/new_audio/96.wav,yrk,2.0557031631469727
97,Tikādwǣnyekudŋǣyaq,bafubunеpusemee,0.3342293906810035,/home/kesha/dev/uni/kursach/refs/asr/new_audio/97.wav,yrk,2.3147473335266113
98,"Tiqŋǣyaq,mimandohsyerh",тиnаbmtч,0.7441348973607038,/home/kesha/dev/uni/kursach/refs/asr/new_audio/98.wav,yrk,3.10408616065979
99,"tăryemhtikilimhsyakălpaāndaq,tăryemhyadǣrŋaq",nmusakabahandatariazami,0.5117302052785925,/home/kesha/dev/uni/kursach/refs/asr/new_audio/99.wav,yrk,1.6207857131958008
100,Mǣŋǣtikipihtyaahŋobhmǣqyaq,nelcapicamotmoa,0.4875930521091811,/home/kesha/dev/uni/kursach/refs/asr/new_audio/100.wav,yrk,2.1187126636505127
102,Ŋǣyatikaănaayoya.,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/102.wav,yrk,1.8449923992156982
103,Yedǣyyanhyamdǣynaq.,rي,0.896434634974533,/home/kesha/dev/uni/kursach/refs/asr/new_audio/103.wav,yrk,2.011216402053833
104,Tădyedǣyyanhŋamdwamiti,atotieteyanonponci,0.346041055718475,/home/kesha/dev/uni/kursach/refs/asr/new_audio/104.wav,yrk,2.032459020614624
106,mănʹŋobhmǣtaqyaqmiăbtqyamia.,mلmmtnahatama,0.5662442396313364,/home/kesha/dev/uni/kursach/refs/asr/new_audio/106.wav,yrk,2.138364553451538
107,Takădandalusatiŋǣqniwaq,kwusteio,0.6718092566619915,/home/kesha/dev/uni/kursach/refs/asr/new_audio/107.wav,yrk,1.8762218952178955
108,"wot,ti",,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/108.wav,yrk,1.632955551147461
109,tiqnaqlyekarăkoqyaqpraktikantămgǣmhtyenyewa?!,eкaркuyaprочиkantakeiceлa,0.5888888888888888,/home/kesha/dev/uni/kursach/refs/asr/new_audio/109.wav,yrk,2.019819736480713
110,"Brigadirmaqnyu"",ămgǣ",rigakimani,0.5120967741935484,/home/kesha/dev/uni/kursach/refs/asr/new_audio/110.wav,yrk,1.9721548557281494
111,"maqnyu"":«ăbărcʹnyu""tara"",",منمخملمطr,0.68,/home/kesha/dev/uni/kursach/refs/asr/new_audio/111.wav,yrk,2.1131246089935303
112,tʃtobimyuydamănǣqmăncʹ.Tikandautʃyerqayoda?»,aüsumaanaistattımaçavayüde,0.4743401759530791,/home/kesha/dev/uni/kursach/refs/asr/new_audio/112.wav,yrk,1.8492943048477173
113,"Nu,mănyaqăbărŋawaqtikitimh.",مخب,0.8888888888888888,/home/kesha/dev/uni/kursach/refs/asr/new_audio/113.wav,yrk,1.7115497589111328
114,"Praktikantatǣrisircyǎtitiki,yekar,ŋămgǣǣnaawămdasyaaqmănǣqŋada.",ststtcrcnsmn,0.8150201612903225,/home/kesha/dev/uni/kursach/refs/asr/new_audio/114.wav,yrk,1.6459743976593018
115,"Timyuydapilikawandaămgǣǣwaăna,ti,",ülcndgohnt,0.7311827956989246,/home/kesha/dev/uni/kursach/refs/asr/new_audio/115.wav,yrk,1.9512985944747925
116,sisyurăaŋǣsyǎti,isurannest,0.4425403225806452,/home/kesha/dev/uni/kursach/refs/asr/new_audio/116.wav,yrk,1.7746227979660034
117,"ăbărŋawaq,tăkapuna",,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/117.wav,yrk,1.2189136743545532
118,tǣrityaakurkaqanawaq,igsمم,0.8580645161290322,/home/kesha/dev/uni/kursach/refs/asr/new_audio/118.wav,yrk,1.7498652935028076
119,Tăkadpǣwsyumyanyanaŋăniqtiqtoq,aqesnonantito,0.5860215053763441,/home/kesha/dev/uni/kursach/refs/asr/new_audio/119.wav,yrk,2.3673908710479736
120,Tăkaănihmyakădwadawiŋawkakoqyawatanyawasʹ,nemercasooeyevapopyeoteniuas,0.4122738001573565,/home/kesha/dev/uni/kursach/refs/asr/new_audio/120.wav,yrk,2.292656421661377
121,Tikacyaiŋănihmăntǣyq.,شقتيعلملتايك,0.8571428571428571,/home/kesha/dev/uni/kursach/refs/asr/new_audio/121.wav,yrk,1.942453384399414
122,Miŋǣyatikaawmhmaldyoyŋǣtaminniŋănihnyeri,naveixbamarrervertariannide,0.4080645161290322,/home/kesha/dev/uni/kursach/refs/asr/new_audio/122.wav,yrk,2.1332478523254395
123,tihaqmahǣwănhmow,rم,0.8790322580645161,/home/kesha/dev/uni/kursach/refs/asr/new_audio/123.wav,yrk,2.70206618309021
124,"Tăkaădubtaănatădyurkinaq,",attena,0.7651612903225806,/home/kesha/dev/uni/kursach/refs/asr/new_audio/124.wav,yrk,1.692570686340332
125,"ŋobhtiwǣnyekohsyertohnyu""ŋaq,nidtanyanaŋōrmiq",eletuxrtunenierpenamemore,0.489247311827957,/home/kesha/dev/uni/kursach/refs/asr/new_audio/125.wav,yrk,1.9101158380508423
126,Tădtănyadtoqtadtătăryemtiposawidh,aняtоetетремcюпосu,0.7052785923753665,/home/kesha/dev/uni/kursach/refs/asr/new_audio/126.wav,yrk,1.8105438947677612
127,ănyanido'sraculyeǣbtǣyadh.,anadesarasuyate,0.4509925558312654,/home/kesha/dev/uni/kursach/refs/asr/new_audio/127.wav,yrk,1.520273208618164
128,Titădtikaădătʃyerqmǣŋgunaq.,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/128.wav,yrk,1.6000258922576904
129,Ŋodʹbyaqnaqtikitikihpudtiŋǣdalyotayhraciyamhosăyaǣqnihwamh.,maveneчikicikapucimeziotayaratiosiai,0.4434117003827228,/home/kesha/dev/uni/kursach/refs/asr/new_audio/129.wav,yrk,2.1754844188690186
131,"Nu,pokatakiraciyamhosayawan'",ttttsena,0.73963133640553,/home/kesha/dev/uni/kursach/refs/asr/new_audio/131.wav,yrk,1.8397226333618164
132,timălyesyanaw,mlsata,0.5459057071960298,/home/kesha/dev/uni/kursach/refs/asr/new_audio/132.wav,yrk,1.9703809022903442
133,tiaqtiki.,ل,0.8888888888888888,/home/kesha/dev/uni/kursach/refs/asr/new_audio/133.wav,yrk,1.6900043487548828
134,Ŋǣyatădkadraciyaănanămdqmaădandohlucaqtoŋowq.,egarazindoteantugugusutumu,0.4845878136200717,/home/kesha/dev/uni/kursach/refs/asr/new_audio/134.wav,yrk,2.056349515914917
135,"Mănyaqmyaqmaqniwidohurkaădtaq,yaŋgănyaŋǣsin'mǣrkawidoh",aaمالlkptيaمgrindeفilmorكo,0.6108124253285544,/home/kesha/dev/uni/kursach/refs/asr/new_audio/135.wav,yrk,2.095804452896118
136,Tănyadŋǣdalyorkataydoh.,atnanakatau,0.5343618513323982,/home/kesha/dev/uni/kursach/refs/asr/new_audio/136.wav,yrk,2.0914227962493896
137,"Myadhǣwarkanhaqawrawidoh,",noteucona,0.6683870967741936,/home/kesha/dev/uni/kursach/refs/asr/new_audio/137.wav,yrk,2.105803966522217
138,tikapunyahsălmidh.,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/138.wav,yrk,1.3444275856018066
139,"Lucidyadato""",cyalapo,0.4408602150537634,/home/kesha/dev/uni/kursach/refs/asr/new_audio/139.wav,yrk,2.449329137802124
140,"Tyeda'timanasalan,gu""ni""im'.",tmf,0.8986175115207373,/home/kesha/dev/uni/kursach/refs/asr/new_audio/140.wav,yrk,2.219350576400757
141,"Tikatǣwma""riidando'ŋobtiki""ti""nyenǣcyandaryew'",apemaritumusitisdinentetreu,0.4540673211781204,/home/kesha/dev/uni/kursach/refs/asr/new_audio/141.wav,yrk,1.9429168701171875
142,"mido'tyuku""tyempyeraturido'",cecеrtun,0.7150537634408601,/home/kesha/dev/uni/kursach/refs/asr/new_audio/142.wav,yrk,2.024139642715454
143,"orpapya"",",papa,0.5555555555555556,/home/kesha/dev/uni/kursach/refs/asr/new_audio/143.wav,yrk,2.5660574436187744
144,"nya""marpapya""",,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/144.wav,yrk,1.4086780548095703
145,Ŋǣyatikaorpido',,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/145.wav,yrk,1.8497891426086426
146,"Tăkata""ălʹnamadmamǣŋgu""",atarmanama,0.5708274894810659,/home/kesha/dev/uni/kursach/refs/asr/new_audio/146.wav,yrk,2.4757721424102783
147,"tatămnamantir""ni""matikitina"".",ممteم,0.828698553948832,/home/kesha/dev/uni/kursach/refs/asr/new_audio/147.wav,yrk,1.8806424140930176
148,"Takadbrigadirăn'ma""ni""im':",ргодемbаnи,0.7456575682382134,/home/kesha/dev/uni/kursach/refs/asr/new_audio/148.wav,yrk,2.2453014850616455
149,"""Tyeda'săwamyestadamdpyul-ina,",efłmiertadune,0.5806451612903226,/home/kesha/dev/uni/kursach/refs/asr/new_audio/149.wav,yrk,1.8963596820831299
150,"titʃtobtanyanapon'mǣŋguwa""koralʹmǣcʹtara""",enemapunccaroالبeltar,0.5381589299763966,/home/kesha/dev/uni/kursach/refs/asr/new_audio/150.wav,yrk,1.994778037071228
151,"Tărcyamyestadăwa""owa""tanya'ŋǣsiwa""",estaггоais,0.706831119544592,/home/kesha/dev/uni/kursach/refs/asr/new_audio/151.wav,yrk,2.105665922164917
153,"takadkoralyadăwa""",,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/153.wav,yrk,1.6319681406021118
154,"pyaŋgu""pyaŋgu""ni""wa""am'.",,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/154.wav,yrk,1.1744837760925293
155,"Titădŋăniabidtyeǣ,",dedanadinirkihe,0.3163082437275986,/home/kesha/dev/uni/kursach/refs/asr/new_audio/155.wav,yrk,2.6055517196655273
156,"tyeǣtikiyamda""ma""wa""myadi'nyana",cerşüyamdımalurmezvinardı,0.3329864724245577,/home/kesha/dev/uni/kursach/refs/asr/new_audio/156.wav,yrk,3.0886027812957764
157,"abǣyŋǣai"".",وبم,0.8,/home/kesha/dev/uni/kursach/refs/asr/new_audio/157.wav,yrk,2.0415611267089844
158,"Tămnanyerdyetolawdawǣy""ŋǣ""ni""im"",yat'syaari'ŋok""ŋǣdaki""",нerяtolогoemineцяrimois,0.633724340175953,/home/kesha/dev/uni/kursach/refs/asr/new_audio/158.wav,yrk,2.57743239402771
159,"Mănya""taynatikoralʹm'syertawa"".",ta人ciکaracatau,0.572840790842872,/home/kesha/dev/uni/kursach/refs/asr/new_audio/159.wav,yrk,1.748091697692871
160,"Koralʹ'myudtămnasyanawtia"".",دs,0.925925925925926,/home/kesha/dev/uni/kursach/refs/asr/new_audio/160.wav,yrk,1.8754063844680786
161,"Tădtikaawaădmaddye""nidum'mal'.",epaosinoi,0.7204301075268817,/home/kesha/dev/uni/kursach/refs/asr/new_audio/161.wav,yrk,1.819901704788208
162,"Tădkadtikimi""oy'ni'tikit",bm議見,0.8400537634408601,/home/kesha/dev/uni/kursach/refs/asr/new_audio/162.wav,yrk,1.9749350547790527
163,"nyenǣynyenǣcya""lyekar""to"".",енейненталекорто,0.8461538461538461,/home/kesha/dev/uni/kursach/refs/asr/new_audio/163.wav,yrk,1.8458319902420044
164,Tyeda'taykuyŋobto'Karaulădŋǣda,acuacucomaea,0.628494623655914,/home/kesha/dev/uni/kursach/refs/asr/new_audio/164.wav,yrk,2.1432554721832275
165,"tikaădtiti""lyekarŋobtikitaykuymǣǣdDudinkaădŋǣda",iakaroiemeidinkasmeda,0.5868222374742621,/home/kesha/dev/uni/kursach/refs/asr/new_audio/165.wav,yrk,2.150273084640503
166,Tiwǣsăkodaŋăni'taykuyDudinka',wesposaliteeyide,0.4755283648498331,/home/kesha/dev/uni/kursach/refs/asr/new_audio/166.wav,yrk,1.8348593711853027
167,wyetstanciya'nyaadŋǣdasʹ.,istafenadala,0.5387096774193548,/home/kesha/dev/uni/kursach/refs/asr/new_audio/167.wav,yrk,1.5254148244857788
168,Tipuucyadatamindaoy'ninamǣ.,我这段都х运都م,0.925925925925926,/home/kesha/dev/uni/kursach/refs/asr/new_audio/168.wav,yrk,1.8836077451705933
169,"ubtiirimi""",,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/169.wav,yrk,1.672417402267456
170,"si""iwtʃasănayurkorŋa"",",دفامكن,0.8636363636363636,/home/kesha/dev/uni/kursach/refs/asr/new_audio/170.wav,yrk,1.6906319856643677
171,"asawayu""tʃas'yolʹcyand'",asucafnofint,0.5287517531556801,/home/kesha/dev/uni/kursach/refs/asr/new_audio/171.wav,yrk,1.7207921743392944
172,"tiki""nyenǣciye""tyempyeraturionrambi"",orpi.",年紀тikaрdro,0.7761136712749616,/home/kesha/dev/uni/kursach/refs/asr/new_audio/172.wav,yrk,1.981241226196289
173,"ibya'tyempyeraturadatanya,",итiеrття,0.847394540942928,/home/kesha/dev/uni/kursach/refs/asr/new_audio/173.wav,yrk,1.6186479330062866
174,"tikiubt...samolyetăramb""na""tyukuposyelkăădubtiirimalyeasawayu""tʃasănaturŋa.",samlartsaneotasatareutelinlasucasanpur,0.5369892473118278,/home/kesha/dev/uni/kursach/refs/asr/new_audio/174.wav,yrk,1.7223701477050781
176,"Yeslityempyeraturadayaŋgoda,tikartimiwuniŋa"".",esiitetulasicdeima,0.6114695340501792,/home/kesha/dev/uni/kursach/refs/asr/new_audio/176.wav,yrk,1.7095589637756348
